# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Thu Nov 19 17:45:15 EST 2020 [seed=1605825818081]
# -window -working -options
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	constant.popSize	kappa	clock.rate	meanRate	treeLikelihood	branchRates	coalescent
0	-2404.191157352612	-693.9498227897369	-1710.2413345628752	1001.9864958326715	1018.0135041673285	4798.53337635598	350.39789925616316	10.0	1.0E-8	9.999999999999995E-9	-1710.2413345628752	0.0	-684.1031333026164
1000	-2426.7215579076546	-718.5325758858625	-1708.1889820217923	1005.3888424686302	1014.6111575313698	5503.133858035394	539.0821057948997	7.6450985493880665	3.903591405415508E-8	3.903591405415508E-8	-1708.1889820217923	0.0	-708.7243883860798
2000	-2415.760744692063	-709.2326065792416	-1706.5281381128211	936.2321973139489	1083.7678026860513	5598.849758257903	441.9385024747059	3.8041058097626532	6.572748282226616E-8	6.572748282226616E-8	-1706.5281381128211	0.0	-700.6271285999095
3000	-2411.397292514984	-710.1487889737838	-1701.2485035412005	928.4234868617198	1091.5765131382802	5450.884992373681	482.76906586703154	5.3504990163742585	2.2938243634090427E-7	2.2938243634090424E-7	-1701.2485035412005	0.0	-701.0032308730658
4000	-2413.216732104749	-710.1111244581355	-1703.1056076466136	682.5324862833643	1337.4675137166357	4221.0999484031545	527.5817345964817	4.18574229058282	2.5904949312050896E-7	2.5904949312050896E-7	-1703.1056076466136	0.0	-701.2094218964216
5000	-2403.2132674836494	-700.0195895584611	-1703.193677925188	342.0179805049838	1677.9820194950162	3416.695246643358	493.66150705906233	3.515460243428752	6.640582309810702E-7	6.640582309810703E-7	-1703.193677925188	0.0	-691.3973225567712
6000	-2390.9400143411817	-688.736452182863	-1702.2035621583186	544.329869210254	1475.670130789746	3739.827820294442	342.0649205260558	4.481140596342218	9.67229666227984E-7	9.672296662279836E-7	-1702.2035621583186	0.0	-680.1795301340989
7000	-2393.885199321387	-693.1074172908042	-1700.777782030583	569.66313322623	1450.33686677377	3823.43865692241	361.97215667270774	7.876857453468189	1.022481700012096E-6	1.0224817000120963E-6	-1700.777782030583	0.0	-683.6476154763988
8000	-2402.2902587067147	-701.9462506995434	-1700.3440080071714	662.1316171509793	1357.8683828490207	3937.23289900969	411.9373813218338	7.032441204611594	4.513665578767536E-7	4.5136655787675364E-7	-1700.3440080071714	0.0	-692.543638209204
9000	-2423.081734098183	-725.0838889487015	-1697.9978451494817	764.914902646002	1255.085097353998	4812.565649019577	524.6176997355824	11.609929334060551	5.569337086575726E-7	5.569337086575723E-7	-1697.9978451494817	0.0	-714.5527479459381
10000	-2421.0995453113273	-722.0701790082802	-1699.0293663030473	747.4050846849432	1272.5949153150568	5266.128641355185	447.5202480825173	7.27808996227966	6.505597251861302E-7	6.5055972518613E-7	-1699.0293663030473	0.0	-712.529116946734
11000	-2422.8509346816213	-724.5897715924878	-1698.2611630891336	982.1337989440377	1037.8662010559624	5420.812078504573	522.5041912558619	12.988434504820413	7.96485802101288E-7	7.964858021012883E-7	-1698.2611630891336	0.0	-713.8421863120534
12000	-2408.2118602646196	-711.294211429484	-1696.9176488351359	850.2593549803292	1169.7406450196709	4801.490073935182	394.06866387312215	7.7757016405900155	1.0038199177479919E-6	1.0038199177479919E-6	-1696.9176488351359	0.0	-701.7711246692256
13000	-2394.722297665868	-695.5809833308774	-1699.1413143349907	803.1929978293879	1216.8070021706121	4369.151627885077	382.09652154658465	3.648020866612627	1.4025549999166856E-6	1.402554999916685E-6	-1699.1413143349907	0.0	-687.1713474992682
14000	-2374.724995395074	-678.2889132155183	-1696.4360821795556	681.6118582958698	1338.3881417041302	3931.8094366794194	349.4339169388992	2.373115134897399	7.784714417886106E-7	7.784714417886098E-7	-1696.4360821795556	0.0	-670.4204113715567
15000	-2361.667351832566	-662.3679480540436	-1699.2994037785224	392.62230798104554	1627.3776920189543	2566.672835978358	347.7517100569222	1.9420413081948624	6.635593114592481E-7	6.635593114592485E-7	-1699.2994037785224	0.0	-654.6744541877089
16000	-2356.870034203902	-658.1130094019272	-1698.757024801975	326.7779344964252	1693.2220655035749	2515.444678308522	282.1105408760833	1.8237987547856953	1.1050852391737734E-6	1.1050852391737736E-6	-1698.757024801975	0.0	-650.6767413215099
17000	-2357.4436424747364	-659.2855095627028	-1698.1581329120336	724.2176575128465	1295.7823424871535	3632.101868381572	284.4098281382256	2.0841574799107194	1.1126563435467768E-6	1.112656343546777E-6	-1698.1581329120336	0.0	-651.7360655453275
18000	-2360.3036890762714	-663.2851933223897	-1697.018495753882	912.5698783364014	1107.4301216635986	3911.7716611295855	275.1020565044809	3.907908139413202	7.65845189391487E-7	7.658451893914868E-7	-1697.018495753882	0.0	-655.1207995028791
19000	-2352.8781441189963	-657.172113501169	-1695.7060306178273	391.2147054158261	1628.785294584174	2605.2186507553315	296.3955440769315	6.698172872004536	1.1473328753905734E-6	1.1473328753905736E-6	-1695.7060306178273	0.0	-648.176242713378
20000	-2351.321455697902	-653.861866367662	-1697.4595893302399	355.1046956257428	1664.8953043742572	2309.4830874051004	226.41623674556664	5.346463805561685	1.2027431563401273E-6	1.2027431563401271E-6	-1697.4595893302399	0.0	-645.4745519083626
21000	-2341.5363884823028	-645.0994889978315	-1696.4368994844713	422.6446625568454	1597.3553374431547	2346.7661463761083	236.73840510812883	14.470888744684801	1.929343084378214E-6	1.9293430843782145E-6	-1696.4368994844713	0.0	-634.9235746868238
22000	-2344.086801807925	-645.7774958043816	-1698.3093060035433	296.25357070419386	1723.7464292958061	2152.456188175466	197.16763062968974	8.282198256897956	2.1108066887368974E-6	2.1108066887368974E-6	-1698.3093060035433	0.0	-636.8400528770036
23000	-2338.3217610409683	-637.8019557463466	-1700.5198052946218	237.9374317093649	1782.0625682906352	2220.059249449507	203.0112721494112	8.867748597946335	1.8796282836853254E-6	1.8796282836853259E-6	-1700.5198052946218	0.0	-628.7167911639636
24000	-2339.2745938062812	-637.7080571464195	-1701.5665366598616	344.2407014282176	1675.7592985717824	2322.0516730237764	235.3366300933695	7.8673507171083	1.2051693467170677E-6	1.2051693467170688E-6	-1701.5665366598616	0.0	-628.6808349731787
25000	-2349.560432762049	-649.3757009331499	-1700.184731828899	332.6185248771065	1687.3814751228936	2441.888675542329	225.6711908832491	8.409746863624818	1.6102407122886126E-6	1.6102407122886122E-6	-1700.184731828899	0.0	-640.2769788717661
26000	-2338.4601945969125	-642.0118242434738	-1696.4483703534386	593.5595077074531	1426.4404922925469	2793.1337974413536	246.74089070474653	16.3115538221366	1.1962977591350663E-6	1.1962977591350659E-6	-1696.4483703534386	0.0	-631.5420689105604
27000	-2325.624759111471	-630.1422012943025	-1695.4825578171685	1199.4078782003037	820.5921217996963	3872.441940687194	155.1238755182751	32.65636434723404	1.0967244979650317E-6	1.0967244979650317E-6	-1695.4825578171685	0.0	-618.4921283700559
28000	-2329.776733804747	-628.8821236174467	-1700.8946101873005	910.2506981570947	1109.7493018429054	3356.4651561936357	182.48058957441484	13.689937241527433	8.865448420519827E-7	8.865448420519827E-7	-1700.8946101873005	0.0	-619.0803860330844
29000	-2336.0108136380254	-638.2590151252452	-1697.7517985127802	995.6600435124736	1024.3399564875263	3622.7824128072843	228.1924420909914	7.087453854737942	3.904026194520418E-7	3.9040261945204203E-7	-1697.7517985127802	0.0	-629.4345326866985
30000	-2344.493783482385	-645.0779016461718	-1699.4158818362134	1094.466735260762	925.5332647392379	4460.325258514897	216.73821898531517	4.695684097407386	9.109414122626619E-7	9.109414122626622E-7	-1699.4158818362134	0.0	-636.9148623543465
31000	-2355.570937876766	-655.3819600192525	-1700.1889778575135	906.616788514437	1113.3832114855632	4118.235480813601	246.23262415476205	7.558082804316377	6.472654433992494E-7	6.472654433992498E-7	-1700.1889778575135	0.0	-646.37634407484
32000	-2376.524600822364	-677.5297904662475	-1698.9948103561162	848.2165693767324	1171.7834306232676	4167.588939671502	250.930366457472	6.528447311217527	9.18492041049109E-7	9.184920410491092E-7	-1698.9948103561162	0.0	-668.7407076955491
33000	-2368.0520207870127	-670.3873829583453	-1697.6646378286675	802.1114621532406	1217.8885378467594	3927.963187366215	338.1993205995272	5.252446315625296	1.0176519402400129E-6	1.0176519402400129E-6	-1697.6646378286675	0.0	-661.6241296324868
34000	-2388.030055066186	-687.7491060775039	-1700.2809489886822	664.5720779298667	1355.4279220701333	4179.274487008912	355.64144050990745	4.574564023936969	8.300781721314726E-7	8.300781721314722E-7	-1700.2809489886822	0.0	-679.1258904530838
35000	-2401.180406757994	-701.6264914370722	-1699.5539153209222	715.1562551068607	1304.8437448931393	4451.489697467793	459.0624796384591	6.635679047685949	1.104897354692911E-6	1.104897354692911E-6	-1699.5539153209222	0.0	-692.2078851927943
36000	-2396.158427876997	-697.2488233042302	-1698.909604572767	643.7885201447459	1376.211479855254	4052.18260618203	377.46845439503	5.694041771787749	4.609551477276829E-7	4.6095514772768287E-7	-1698.909604572767	0.0	-688.2588758597237
37000	-2386.9124007950795	-688.9802815078644	-1697.932119287215	628.5022262007833	1391.4977737992167	3900.9092884948286	313.0301774286973	6.58318839087066	1.1031680106960655E-6	1.1031680106960663E-6	-1697.932119287215	0.0	-679.9570197940652
38000	-2396.0183055414395	-697.9172392530133	-1698.1010662884262	583.9892848757232	1436.0107151242769	3733.8493861055354	414.60753524919755	11.243172081394292	8.890692573105932E-7	8.890692573105934E-7	-1698.1010662884262	0.0	-687.6830320548409
39000	-2409.78447657675	-713.4836544216068	-1696.3008221551431	790.8242208173948	1229.1757791826053	5181.775585650511	471.2841285041295	14.95781765676528	6.406168654660941E-7	6.406168654660938E-7	-1696.3008221551431	0.0	-702.5503730064736
40000	-2407.3640704753925	-709.5109168537972	-1697.8531536215953	630.5835279954373	1389.4164720045628	4189.448988896845	449.81558513003614	18.320345779839858	8.203250587243798E-7	8.203250587243797E-7	-1697.8531536215953	0.0	-698.1870206088576
41000	-2413.2612262024295	-716.6960262769876	-1696.5651999254421	613.0384867383292	1406.961513261671	4644.711073192595	469.0428779554656	30.469721760614913	1.6969950702350096E-6	1.6969950702350098E-6	-1696.5651999254421	0.0	-704.1175226461634
42000	-2412.0127584381044	-715.4971285289148	-1696.5156299091896	580.8909511246528	1439.109048875347	4203.274973670758	420.74738425240236	11.934398174023958	1.641638468472902E-6	1.6416384684729022E-6	-1696.5156299091896	0.0	-705.133204045472
43000	-2408.974340679705	-713.4778442005268	-1695.4964964791782	982.4292410431639	1037.570758956836	4777.036811008099	406.3537232326295	7.120730414315148	9.199784383187986E-7	9.199784383187983E-7	-1695.4964964791782	0.0	-704.0687624377042
44000	-2399.391217816059	-705.4625560850748	-1693.9286617309845	978.8166275819327	1041.1833724180674	4616.897524695791	399.5790940569293	7.575951158994979	5.093836519169534E-7	5.093836519169534E-7	-1693.9286617309845	0.0	-695.9688966894012
45000	-2399.3788557845123	-700.2903164890009	-1699.0885392955113	887.3232748569394	1132.6767251430606	4271.511960557699	479.9561890119598	6.05724938937822	7.163225101870512E-7	7.163225101870512E-7	-1699.0885392955113	0.0	-690.9678395857072
46000	-2410.019505788369	-713.7031157048576	-1696.3163900835114	991.6830120274427	1028.3169879725574	4768.926161327556	483.5853165441932	8.159088027716322	9.864349210816128E-7	9.86434921081612E-7	-1696.3163900835114	0.0	-703.8940830255419
47000	-2404.567708854627	-708.3723903779851	-1696.195318476642	600.2129796677896	1419.7870203322104	4010.6932633084075	399.5739677626995	10.460269104275518	7.682271703769569E-7	7.682271703769566E-7	-1696.195318476642	0.0	-698.3112098373699
48000	-2406.607291571787	-710.1821767946345	-1696.4251147771524	747.663212961475	1272.336787038525	4081.4540111794067	489.55652185377323	11.995179243418683	1.5118796212031631E-6	1.5118796212031625E-6	-1696.4251147771524	0.0	-699.6568869572419
49000	-2404.5564398159026	-709.7478423123385	-1694.8085975035642	1009.024512020963	1010.975487979037	4789.245352365385	443.7321075592333	10.649115697761397	5.799883809428807E-7	5.799883809428812E-7	-1694.8085975035642	0.0	-699.5484131193668
50000	-2390.720304215127	-695.0194571663296	-1695.7008470487974	1045.172710860966	974.8272891390341	4526.9224124070015	302.70827562707746	20.08900881409587	4.2326939247408865E-7	4.2326939247408897E-7	-1695.7008470487974	0.0	-683.884211018001
51000	-2373.7801551811244	-678.4037827760071	-1695.3763724051175	457.6834156534757	1562.3165843465242	3107.016654581858	287.4300379044327	32.00847584189672	1.8197090015025826E-6	1.8197090015025837E-6	-1695.3763724051175	0.0	-666.1887475653823
52000	-2368.8719503098428	-671.7502688149916	-1697.1216814948514	544.1189787818266	1475.8810212181734	3351.412037221695	321.7006181142413	15.18993338179413	7.830664124139707E-7	7.830664124139705E-7	-1697.1216814948514	0.0	-661.1665468022607
53000	-2386.3418077191036	-685.4648466391193	-1700.8769610799843	626.0854694165492	1393.9145305834509	4006.2268537536884	310.23526523146245	10.487110517922456	5.75039231859525E-7	5.750392318595251E-7	-1700.8769610799843	0.0	-675.6519591591214
54000	-2392.2272558103205	-689.0821739463764	-1703.1450818639441	618.4849166176748	1401.5150833823252	3737.826186858312	368.12472955348767	9.002207648878276	5.660672560426834E-7	5.660672560426835E-7	-1703.1450818639441	0.0	-679.3753407475928
55000	-2391.2511551333077	-692.0506706544417	-1699.2004844788662	438.286812070785	1581.713187929215	3512.103966680707	379.2614898762668	12.959128709287132	1.2958617653302728E-6	1.295861765330274E-6	-1699.2004844788662	0.0	-681.6280102845003
56000	-2394.0010807643785	-694.9915210677221	-1699.0095596966564	530.4638499313451	1489.536150068655	3459.858081915341	360.4896569627227	13.430622860338506	1.5583323842238142E-6	1.5583323842238138E-6	-1699.0095596966564	0.0	-684.5477565459504
57000	-2406.9717980954124	-706.7983113428287	-1700.1734867525838	666.054546969368	1353.945453030632	3842.2600912736793	400.3052165766333	12.948879418316052	1.1914748975366966E-6	1.1914748975366975E-6	-1700.1734867525838	0.0	-696.3232315521143
58000	-2405.9518562839435	-705.0604498245813	-1700.891406459362	1081.8365194725625	938.1634805274375	4697.32176727019	445.3928533146909	8.147646105960781	7.495827019521578E-7	7.495827019521582E-7	-1700.891406459362	0.0	-695.3360783056763
59000	-2398.458308308763	-697.8724255752062	-1700.5858827335571	752.2157082682627	1267.7842917317373	3967.199375208044	360.8079077119108	5.66784211104324	6.520350476909539E-7	6.520350476909533E-7	-1700.5858827335571	0.0	-688.9344067545173
60000	-2382.877315814709	-684.2268535868735	-1698.6504622278358	796.0870131636925	1223.9129868363075	3676.6315106620577	381.2796072074932	7.310079196091345	1.6593099992750097E-6	1.65930999927501E-6	-1698.6504622278358	0.0	-674.838823171612
61000	-2376.107841462536	-678.2916750269364	-1697.8161664355994	797.0129838919405	1222.9870161080594	3692.927709247053	372.5651189575527	8.444898883289287	1.197692893381717E-6	1.197692893381717E-6	-1697.8161664355994	0.0	-668.6844288127193
62000	-2363.166044690357	-664.3338303949342	-1698.8322142954228	630.9383519669136	1389.0616480330864	3415.9737453120842	267.09097008011304	8.303136301240203	7.212156954661214E-7	7.212156954661219E-7	-1698.8322142954228	0.0	-655.0885265814408
63000	-2353.2635500163797	-652.6848821196122	-1700.5786678967672	400.85716882588605	1619.142831174114	2742.7676678776197	226.3865209427902	5.996756308909496	1.0591627140641424E-6	1.0591627140641426E-6	-1700.5786678967672	0.0	-644.1290078060102
64000	-2358.214302556972	-656.5127877938296	-1701.7015147631423	457.4212200494088	1562.578779950591	2713.1012617114375	214.80698278500077	11.93220466670518	1.6051815772816834E-6	1.6051815772816836E-6	-1701.7015147631423	0.0	-646.8215139366671
65000	-2349.8960202110566	-650.0061880264165	-1699.88983218464	566.1994740416395	1453.8005259583606	2870.31540122498	259.05104107791334	10.349186912188392	8.338151154208242E-7	8.338151154208243E-7	-1699.88983218464	0.0	-640.3982287148699
66000	-2346.540144702334	-647.1257037574014	-1699.4144409449327	386.45394581177743	1633.5460541882226	2495.1655607921616	217.72564326346088	10.245198537324516	1.8272149822019832E-6	1.8272149822019828E-6	-1699.4144409449327	0.0	-637.7102397167226
67000	-2335.751120431512	-636.3817831596875	-1699.3693372718244	387.03365390219574	1632.9663460978043	2487.808579776282	203.40187996298405	7.307188516587322	2.1555471457265783E-6	2.155547145726578E-6	-1699.3693372718244	0.0	-627.6227473806885
68000	-2329.4449548163134	-628.5021126317357	-1700.9428421845778	334.6321297896879	1685.367870210312	2253.235807411384	193.4043704859404	4.90225373017994	1.7473551966857611E-6	1.7473551966857605E-6	-1700.9428421845778	0.0	-620.3942736961291
69000	-2324.589392836391	-624.3078943558216	-1700.2814984805693	267.9264246086514	1752.0735753913486	1903.2167014238921	204.20438906263314	6.532030034522976	2.2630689129510294E-6	2.26306891295103E-6	-1700.2814984805693	0.0	-615.7240079384309
70000	-2328.9964509937986	-631.1062058049023	-1697.8902451888964	229.5010962291603	1790.4989037708397	1959.6408280883884	202.86399947104073	3.5317399762938675	2.026252798063773E-6	2.026252798063774E-6	-1697.8902451888964	0.0	-623.3678642403179
71000	-2326.1653551633335	-624.7091931622768	-1701.4561620010568	281.10785292542107	1738.892147074579	2018.9424985392197	179.64087623845543	3.7858616101156186	4.043119877944645E-6	4.043119877944644E-6	-1701.4561620010568	0.0	-617.009756327647
72000	-2324.2726958202043	-625.3664071721835	-1698.9062886480208	369.2573362545922	1650.7426637454078	2275.3138799526932	177.1078351216548	8.45426739645554	1.066065344408186E-6	1.0660653444081857E-6	-1698.9062886480208	0.0	-616.5009006157696
73000	-2319.4409386298535	-619.8197269985484	-1699.621211631305	272.24510849564746	1747.7548915043526	2027.2531274137575	149.0910339408906	7.233352513109138	1.608202404680815E-6	1.6082024046808141E-6	-1699.621211631305	0.0	-611.3878687728909
74000	-2317.05935984996	-615.7872785141985	-1701.2720813357614	355.2597793695732	1664.7402206304268	2113.6903374870744	157.67096068990213	15.429941209435738	9.227838676670986E-7	9.227838676670993E-7	-1701.2720813357614	0.0	-605.8836483030227
75000	-2321.79481223982	-621.1950657412809	-1700.5997464985394	437.9330396215275	1582.0669603784725	2538.572879407997	173.72221300890715	12.036812892049587	1.3491969057180777E-6	1.3491969057180777E-6	-1700.5997464985394	0.0	-611.6990578460437
76000	-2326.5841505123303	-629.674563923892	-1696.9095865884383	427.59038761476893	1592.409612385231	2433.604724816853	211.22714730762954	8.372921957593489	1.2993351068549892E-6	1.2993351068549898E-6	-1696.9095865884383	0.0	-620.6495414314496
